twitter-id	user-id	month	weekday	longitude	latitude	country-id	city-id	artist-id	track-id
134371271285805056	382731339	11	2	54.386818	24.490395	42	475	174288	3055961	
134371504619139072	26432623	11	2	-122.91275	49.199432	5	387	179954	3151132	
134371511850115072	26432623	11	2	-122.91275	49.199432	5	387	279515	9559124	
134371515977306112	216584983	11	2	-92.37746	34.73798	3	476	223685	9422752	
134371517424345088	26432623	11	2	-122.91275	49.199432	5	387	279515	9558738	
134371531240374272	26432623	11	2	-122.91275	49.199432	5	387	426689	7350820	
134371731631640578	283685088	11	2	11.8169775	44.766327000000004	21	477	347544	6046148	
134371802062389248	77147006	11	2	-80.199937	36.034855	3	478	481534	8255006	
134371859608248320	146255084	11	2	-80.84817	33.47309	3	479	122991	2106349	
134371915019202560	123287650	11	2	-119.30660499999999	37.269174	3	361	320751	9551597	
134372024637337600	64284850	11	2	-49.288439	-25.4951095	0	16	119684	9125847	
134372081558241281	107166147	11	2	-47.290147999999995	-22.7240855	0	480	295066	9521501	
134372114261229568	215181798	11	2	-95.37313	30.0708865	3	143	122991	2106298	
134372121525751808	257059580	11	2	-46.595524999999995	-23.6828135	0	5	270135	4794400	
134372163636572160	50277896	11	2	-77.14762200000001	38.7586115	3	481	19000	312518	
134372282385698817	56447180	11	2	-48.459796999999995	-1.2729295	0	106	270146	4794488	
134372507770826753	283685088	11	2	11.8169775	44.766327000000004	21	477	347544	6045764	
134372640583458816	211296556	11	2	-78.904625	36.053116	3	482	78727	1406574	
134372918074417153	227471511	11	2	-81.49424	41.38641	3	23	474988	8144252	
134373143119802368	143589182	11	2	-75.386655	39.145098000000004	3	483	74752	1330405	
134373171674619904	21322527	11	2	0.04521815	51.46872499999999	2	2	279549	4954816	
134373253975252992	93930053	11	2	-6.1860576	54.040348	19	484	122991	2106383	
134373289765240832	103117333	11	2	-46.595524999999995	-23.6828135	0	5	240055	4520178	
134373442421145600	260897346	11	2	-46.530654	-23.80405	0	163	204161	3569055	
134373512637988864	232787922	11	2	-49.38521	-23.1939955	0	179	4352	63077	
134373882617528323	139742915	11	2	-3.7035185000000004	40.477795	20	85	198806	3467577	
134373904025264129	102454059	11	2	-83.099205	42.35271	3	471	135108	2307488	
134374096917114880	211296556	11	2	-78.904625	36.053116	3	482	35848	890070	
134374225753554945	249817549	11	2	-43.44731	-22.916032	0	50	223000	4017103	
134374606755741696	139742915	11	2	-3.7035185000000004	40.477795	20	85	128744	2191797	
134374749454348290	192478675	11	2	-122.70250999999999	47.5543315	3	485	235108	4217761	
134374757633241088	260897346	11	2	-46.530654	-23.80405	0	163	110583	1900776	
134374782971023360	174194590	11	2	-0.142822	51.52074	2	2	27914	494075	
134374966614433792	227471511	11	2	-81.494354	41.386246	3	23	281048	4977571	
134375160806518785	188934022	11	2	-49.288439	-25.4951095	0	16	327436	5719502	
134375557642199040	162102392	11	2	-98.564896	29.452187	3	486	79430	9083805	
134375707768930304	241993623	11	2	2.3470053	48.858842499999994	4	192	122991	2106166	
134375803818479616	96737056	11	2	13.424594500000001	52.5068395	18	487	89625	1588542	
134375814832721920	21345493	11	2	-80.83601250000001	35.203533500000006	3	44	52897	9053228	
134375830439731200	206088503	11	2	-80.79821	35.372955	3	44	50630	893149	
134375832910168065	26432623	11	2	-122.91275	49.199432	5	387	384063	6651162	
134375836915732480	26432623	11	2	-122.91275	49.199432	5	387	429816	7403519	
134375841839853568	26432623	11	2	-122.91275	49.199432	5	387	398481	6873260	
134375897640869890	26432623	11	2	-122.91275	49.199432	5	387	431982	7440961	
134376165380079619	89678864	11	2	-44.3025515	-2.6292109999999997	0	117	219304	3952398	
134376261366722561	256625586	11	2	-43.44731	-22.916032	0	50	386525	6697151	
134376336994205696	106299351	11	2	39.627964	47.2610965	15	390	388428	6728010	
134376465281204224	48513428	11	2	-43.44731	-22.916032	0	50	188014	9726736	
134376479751548928	332613287	11	2	-86.80883	36.140923	3	488	122991	2106298	
134377061946101761	210557478	11	2	-46.595524999999995	-23.6828135	0	5	170669	2991858	
134377710616186880	21345493	11	2	-80.83601250000001	35.203533500000006	3	44	52897	9053230	
134377721655599104	48513428	11	2	-43.44731	-22.916032	0	50	188014	7409291	
134377869693558784	141543500	11	2	8.290255	49.896297	18	489	356772	6213179	
134378030578671616	249817549	11	2	-43.44731	-22.916032	0	50	223000	4017122	
134378069753475072	273006859	11	2	-43.791380000000004	-19.8463225	0	490	389447	6744328	
134378423392010240	310416440	11	2	-46.4226915	-23.7108135	0	300	392429	6786265	
134378425052954624	227850499	11	2	-72.681335	41.790684	3	150	122991	2106255	
134378541256155136	334414655	11	2	-112.411415	33.437515	3	491	231897	4161671	
134378664577089538	270434523	11	2	-90.39287	31.860155	3	492	157993	2716798	
134378865249361920	257557831	11	2	-117.16947	46.729774	3	493	223089	4018433	
134379162994618369	142886991	11	2	-80.26386500000001	26.1266265	3	354	122991	2106361	
134379169021829120	172617488	11	2	-99.340294	38.87223	3	494	251952	4486279	
134379506059325440	21345493	11	2	-80.83601250000001	35.203533500000006	3	44	135108	2307439	
134379527039238144	104950861	11	2	-92.30099	16.258604499999997	11	495	50073	9502884	
134379543246028802	174194590	11	2	-0.142822	51.52074	2	2	9596	147693	
134379637794021376	40043592	11	2	-51.03532	-29.0686235	0	496	388020	6721227	
134379822242734081	242059813	11	2	-84.06486	39.7809	3	497	122991	2106182	
134379961778839553	270559974	11	2	-43.44731	-22.916032	0	50	66322	1178595	
134379973350920192	26432623	11	2	-122.91275	49.199432	5	387	343878	5986113	
134379975406137345	26432623	11	2	-122.91275	49.199432	5	387	186035	3257312	
134380050677104640	222146878	11	2	-86.3291	33.431705	3	498	9192	141549	
134380606137180160	46558923	11	2	-46.908365	-23.201095000000002	0	397	324021	5644187	
134380729533607937	109745483	11	2	-80.14014	25.810001500000002	3	64	215116	3847903	
134380786416754689	270559974	11	2	-43.44731	-22.916032	0	50	12154	188544	
134381255558045697	50277896	11	2	-77.14762200000001	38.7586115	3	481	6451	94186	
134381317138808832	26669229	11	2	-76.322525	40.37209	3	499	240055	4520178	
134381619443286016	174194590	11	2	-0.142822	51.52074	2	2	317353	5544737	
134381697499283456	151419708	11	2	-50.862602499999994	-29.656043	0	500	33975	599265	
134381709826330624	146899665	11	2	-81.36716000000001	42.950134500000004	5	2	82745	1479329	
134381740780298241	39820216	11	2	4.9040537	52.35475	14	98	52116	917097	
134381970175164416	44513599	11	2	-43.073082	-22.919498	0	501	19709	324523	
134382379736375297	109784404	11	2	-122.70354499999999	38.43647	3	502	135108	2308051	
134382950887337985	90032983	11	2	-4.634983500000001	40.6565935	20	328	372460	6485806	
134383173994954752	162102392	11	2	-98.56925	29.45261	3	486	357238	6219610	
134383274331082753	216714995	11	2	11.000505	45.4443225	21	503	306484	5384670	
134383485694640128	109745483	11	2	-80.14014	25.810001500000002	3	64	457471	7873654	
134383532167540737	137151708	11	2	-46.595524999999995	-23.6828135	0	5	74056	9078150	
134383748530700288	235419874	11	2	-75.118042	40.0024985	3	156	122991	2106298	
134383853069549568	22487407	11	2	-79.272475	43.6293425	5	401	346060	6019149	
134383934778781697	174194590	11	2	-0.142822	51.52074	2	2	107337	1852724	
134384025182814208	143057489	11	2	-84.418065	33.7677635	3	504	230709	4139415	
134384053171396608	26432623	11	2	-122.91275	49.199432	5	387	261842	4669196	
134384058024214528	26432623	11	2	-122.91275	49.199432	5	387	337263	9748299	
134384056057081856	26432623	11	2	-122.91275	49.199432	5	387	150121	9574264	
134384064768638977	26432623	11	2	-122.91275	49.199432	5	387	140463	2407750	
134384069071998976	82936169	11	2	-43.44731	-22.916032	0	50	75946	1347213	
134384276631330816	114496280	11	2	-76.7721775	38.9366165	3	505	122991	2106349	
134384311544709121	245412468	11	2	-46.595524999999995	-23.6828135	0	5	61748	1097047	
134384379337261057	60607423	11	2	-72.2512	41.80621	3	506	264457	4702906	
134384389458108417	102197098	11	2	-43.44731	-22.916032	0	50	388020	6721227	
134384674117140480	82383074	11	2	-54.9289575	-18.786808	0	507	478792	9821361	
134384721860890624	109745483	11	2	-80.14014	25.810001500000002	3	64	139608	2395728	
134384909606338561	168395033	11	2	-51.159310000000005	-30.0997205	0	263	54968	974269	
134384959594049537	174194590	11	2	-0.142822	51.52074	2	2	458659	7889695	
134385082386489345	296917741	11	2	-35.301325	-6.079247500000001	0	428	324021	5644247	
134385105664872449	37273308	11	2	-38.519890000000004	-3.7896475	0	508	27998	495841	
134385472427409408	153566809	11	2	-49.288439	-25.4951095	0	16	129882	2213571	
134385631316021250	167568193	11	2	-81.77238	32.443657	3	509	265422	4718591	
134385697749614592	146899665	11	2	-81.36716000000001	42.950134500000004	5	2	82745	1479346	
134385762056671233	241993623	11	2	2.3470053	48.858842499999994	4	192	48085	850581	
134385966252163072	61932238	11	2	-75.15388	39.980984	3	156	240037	4289870	
134386096455958528	289172125	11	2	-85.9785975	35.8305225	3	510	75947	1347144	
134386275645009920	174194590	11	2	-0.142822	51.52074	2	2	481202	8248736	
134386304006885376	151419708	11	2	-50.862602499999994	-29.656043	0	500	33975	599332	
134386318233960448	57184965	11	2	-34.939350000000005	-8.043603	0	133	11465	177798	
134386373141610496	205449890	11	2	23.754465	37.857895	39	511	451810	7773748	
134386542578892800	129981028	11	2	-90.75426	29.620695	3	327	91298	9094989	
134386688121249792	28550292	11	2	24.508008500000003	38.2752775	39	449	150865	2569257	
134386899509968896	245412468	11	2	-46.595524999999995	-23.6828135	0	5	33975	599304	
134386990912245760	62250003	11	2	-0.2243085	52.371204500000005	2	512	328848	5743405	
134387048990785536	256736080	11	2	-81.55939	41.506065	3	305	122991	2106361	
134387073254825986	57427285	11	2	-38.5026015	-12.875334500000001	0	40	409372	7059192	
134387262044639234	174194590	11	2	-0.142822	51.52074	2	2	172838	3026484	
134387331271630850	269494728	11	2	-83.84797	42.28078	3	513	356219	9607728	
134387397541638145	234834883	11	2	-35.221617	-5.799269	0	336	357238	6219576	
134387519063199744	329277011	11	2	12.510387	41.841652	21	92	404879	6996565	
134387523714695168	46026369	11	2	-87.62686	41.897327	3	470	393044	6793426	
134387741843664896	229592151	11	2	-46.225675499999994	-23.950622000000003	0	72	324021	5644266	
134387796654817280	218349684	11	2	-106.74621	32.285122	3	514	122991	2106426	
134388026196492288	175467389	11	2	2.4643425	48.597227	4	515	122991	2106344	
134388115728117760	226626075	11	2	-46.530654	-23.80405	0	163	241854	4318243	
134388287086399488	26432623	11	2	-122.91275	49.199432	5	387	210480	3690149	
134388348096745474	238574756	11	2	-46.595524999999995	-23.6828135	0	5	324021	5644203	
134388355646504960	217572516	11	2	-79.272475	43.6293425	5	401	474988	8144260	
134388697289338880	73049944	11	2	-96.91445	29.68504	3	516	122991	2106298	
134388810191618048	43661636	11	2	-87.452045	33.286868	3	517	23686	398286	
134388908292186112	174194590	11	2	-0.142822	51.52074	2	2	399445	9670434	
134388933340577792	238574756	11	2	-46.595524999999995	-23.6828135	0	5	324021	5644228	
134389091998498816	240084561	11	2	-43.44731	-22.916032	0	50	54820	972109	
134389250421563392	55991962	11	2	-51.159310000000005	-30.0997205	0	263	82745	1479214	
134389382512775169	37253671	11	2	26.5323	-33.310486	17	518	268414	4762216	
134389512871751680	99774117	11	2	4.4131046000000005	52.190767	14	47	34087	9016723	
134389527870586880	62044293	11	2	-46.595524999999995	-23.6828135	0	5	31034	552167	
134389643117473793	359150272	11	2	-53.184835500000005	-14.239328	0	448	45556	799216	
134389701497995265	238574756	11	2	-46.595524999999995	-23.6828135	0	5	324021	5644247	
134389797715316737	67689043	11	2	30.3286985	59.93413650000001	15	81	166907	2924064	
134390034869653504	243840525	11	2	-94.55989	38.9942985	3	519	229337	4116186	
134390203556167680	30412394	11	2	-157.827	21.295452	3	417	122991	2106212	
134390265803841536	289356922	11	2	-6.179957	54.020443	19	484	122991	2106246	
134391006547296257	225236724	11	2	-75.16851	39.967255	3	156	830	12640	
134391015325974529	174194590	11	2	-0.142822	51.52074	2	2	420240	7240446	
134391135626997760	65676047	11	2	-46.628513	-23.502283	0	56	23308	392537	
134391204317110273	244165448	11	2	-76.96785	39.00085	3	309	231211	4152428	
134391269723090944	127773489	11	2	-99.15336500000001	19.432546	11	226	77429	1378941	
134391558819692544	38319749	11	2	-94.75525	32.506515	3	331	264457	4702783	
134391713123942400	141802971	11	2	-47.796621	-15.77631	0	121	104005	1781135	
134391739560632322	30605265	11	2	-73.97968	40.6974375	3	269	261333	4659900	
134391739560632322	30605265	11	2	-73.97968	40.6974375	3	269	261333	4659900	
134392054502522880	118549351	11	2	-79.272475	43.6293425	5	401	41291	721557	
134392129442156544	195383603	11	2	-83.17829499999999	32.678208500000004	3	366	122991	2106361	
134392212636172288	137799439	11	2	-84.33019	33.567814	3	520	223140	4019825	
134392227588870145	194257013	11	2	-76.926412	39.0362235	3	521	125161	2139892	
134392342529572864	97508819	11	2	-46.595524999999995	-23.6828135	0	5	51307	8496918	
134392426596020224	139433208	11	2	-46.972024499999996	-23.0595105	0	522	469818	8063140	
134392515704004608	31281211	11	2	-43.44731	-22.916032	0	50	82598	1476764	
134392763801276416	229592151	11	2	-46.225675499999994	-23.950622000000003	0	72	287800	5101105	
134392838862548992	26432623	11	2	-122.91275	49.199432	5	387	360474	6288641	
134392839294550016	153566809	11	2	-49.288439	-25.4951095	0	16	74965	1333041	
134392857153908737	26432623	11	2	-122.91275	49.199432	5	387	267811	9734872	
134392929157529600	245222882	11	2	-85.65688	40.215214	3	481	466569	8011034	
134392971167662081	21092641	11	2	-3.018512	56.181736	2	523	45556	799020	
134392959234871296	43454935	11	2	-118.19134	33.987118	3	524	56714	1003694	
134393071919054848	310097198	11	2	-83.099205	42.35271	3	471	122991	2106309	
134393101887344640	26432623	11	2	-122.91275	49.199432	5	387	326853	9825616	
134393103623790592	26432623	11	2	-122.91275	49.199432	5	387	55307	981016	
134393314903465986	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	151857	2582663	
134393687852597248	22979425	11	2	-79.86099300000001	35.170517	3	525	214994	3843952	
134393890148073472	42431224	11	2	-87.452045	33.286868	3	517	226039	4060311	
134393943268929536	323282459	11	2	-122.882515	46.554653	3	526	301448	5302506	
134394112664285185	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	9129	140886	
134394295691128832	168448004	11	2	136.10606	35.497524	16	527	406145	7013341	
134394556018991104	235619441	11	2	5.564152699999999	51.35874	14	528	433046	7457740	
134394607831228416	334941171	11	2	-77.44008	37.349546499999995	3	380	230709	4139381	
134394612797292545	14283532	11	2	-1.166504	52.953863	2	529	346060	6019254	
134394701854932992	36834029	11	2	-84.5404	39.136340000000004	3	530	427359	7362687	
134394882193231872	37480447	11	2	-6.5822757	34.258465	32	531	3152	44351	
134395017589567489	266833214	11	2	-71.51727	41.702995	3	532	445480	7660696	
134395036174524416	32164943	11	2	-15.419658	28.070118	20	341	82598	1476764	
134395074984415232	174194590	11	2	-0.142822	51.52074	2	2	9596	147681	
134395184938094592	119596399	11	2	-99.68090000000001	41.5008175	3	465	241854	4318329	
134395184938094592	119596399	11	2	-99.68090000000001	41.5008175	3	465	241854	4318329	
134395619337969664	396074602	11	2	-46.595524999999995	-23.6828135	0	5	259248	4607542	
134395814427631618	218335658	11	2	-36.6473065	-9.7580825	0	337	384551	6663662	
134395910636572673	174852604	11	2	-86.22287	43.0517865	3	533	386909	6702613	
134395943352152064	145409641	11	2	-54.26161	-20.8755715	0	365	122991	2106315	
134396020921610240	137496261	11	2	-46.595524999999995	-23.6828135	0	5	386257	6692726	
134396157102264320	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	52897	9053252	
134396346617704449	174194590	11	2	-0.142822	51.52074	2	2	356487	6209402	
134396441933250561	84888839	11	2	-46.595524999999995	-23.6828135	0	5	52897	9053228	
134396476355915776	167236707	11	2	-43.44731	-22.916032	0	50	346704	6030943	
134396769206419456	321070967	11	2	-44.365873	-23.032432999999997	0	534	9192	141530	
134396829277237248	124616213	11	2	-51.177275	-29.9153375	0	86	432112	7443446	
134396909262610432	26432623	11	2	-122.91275	49.199432	5	387	302474	5317497	
134396911036796929	26432623	11	2	-122.91275	49.199432	5	387	339738	5928950	
134396913666633728	26432623	11	2	-122.91275	49.199432	5	387	360474	6288536	
134396915193360384	26432623	11	2	-122.91275	49.199432	5	387	360474	6288592	
134397095930109952	35577566	11	2	-88.181305	30.699322	3	535	45556	798860	
134397367444180992	254874514	11	2	-49.288439	-25.4951095	0	16	277554	4919736	
134397437380001793	82583189	11	2	107.576904	-6.9144	1	536	471013	8079978	
134397504841203712	37480447	11	2	-6.5822757	34.258465	32	531	3152	44647	
134397520855056384	126113337	11	2	-47.4249135	-20.1650535	0	537	406736	7021144	
134397546297692161	124208455	11	2	-2.4932309999999998	51.3563135	2	334	223000	4017117	
134397597640171520	105646978	11	2	-34.939350000000005	-8.043603	0	133	427359	7362656	
134397668867846145	174852604	11	2	-86.22287	43.0517865	3	533	386909	6702607	
134397706239090688	174194590	11	2	-0.142822	51.52074	2	2	20163	332352	
134397740347166721	235619441	11	2	5.564152699999999	51.35874	14	528	135108	2307728	
134397742209445889	30438900	11	2	-9.159994999999999	38.743517999999995	43	538	404879	6996450	
134397932488245249	118577463	11	2	-46.595524999999995	-23.6828135	0	5	1986	27827	
134397950435663872	114891524	11	2	-49.288439	-25.4951095	0	16	195999	3415640	
134398079569903616	55664531	11	2	-49.288439	-25.4951095	0	16	346704	6030950	
134398345694294016	344306394	11	2	-86.030556	32.605137	3	539	206607	3616468	
134398362219855872	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	192349	3363456	
134398562640465920	174852604	11	2	-86.22287	43.0517865	3	533	386909	6702635	
134398827305238529	101077966	11	2	-44.294394	-19.446537499999998	0	540	9192	141567	
134399062014308353	126795202	11	2	-40.2928165	-20.280392	0	541	446266	7673053	
134399216033349632	118577463	11	2	-46.595524999999995	-23.6828135	0	5	1986	28109	
134399267598110721	324816770	11	2	-87.96708000000001	43.057891000000005	3	205	206519	8352202	
134399315564175360	174194590	11	2	-0.142822	51.52074	2	2	458659	7889688	
134399319712333826	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	295814	5218440	
134399342067986433	51937005	11	2	-87.61068	41.579445	3	542	122991	2106361	
134399445784739840	230640265	11	2	-87.205986	40.898323	3	543	229337	4116186	
134399720209653761	221784107	11	2	-46.812172	-23.830774	0	544	103505	1767718	
134399755743801344	346671722	11	2	2.2877178	48.97091	4	545	173354	3037122	
134399989123268609	134879389	11	2	-43.44731	-22.916032	0	50	438429	7545638	
134400195516563456	215841225	11	2	106.84664750000002	-6.1901775	1	546	9192	141574	
134400274814078977	356397312	11	2	-77.3772855	35.6050825	3	547	403399	6974617	
134400483971448833	118290317	11	2	-76.67013	39.992731	3	548	122991	2106361	
134400564871184384	29468782	11	2	12.545112750000001	41.898416000000005	21	92	62571	1111367	
134400587012911104	324816770	11	2	-87.96708000000001	43.057891000000005	3	205	250844	4468169	
134400595040796672	28845350	11	2	-59.98032500000001	-2.572425	0	30	418518	7205315	
134400662514565121	28031382	11	2	-81.97216	34.99855	3	549	380272	6597580	
134400716533006336	174194590	11	2	-0.142822	51.52074	2	2	319649	5576581	
134400831503073280	107391315	11	2	28.90741	41.01434	9	550	274007	4860180	
134400901103353858	90735360	11	2	-47.194738	-23.111685	0	447	306484	5384766	
134400935140134912	364513456	11	2	-46.595524999999995	-23.6828135	0	5	287800	5101164	
134401048717692928	99693906	11	2	36.23957	50.006	38	400	134381	9148961	
134401202711560192	23586764	11	2	76.27965	9.98012	34	551	173893	3048975	
134401217945272320	193034269	11	2	-115.2383475	36.232899	3	119	190750	3336435	
134401441128390657	45233955	11	2	-46.946948	-23.683930500000002	0	552	146084	2491769	
134401813704216578	28610100	11	2	-0.16595	52.33539	2	512	82745	1479214	
134401821526589440	183017996	11	2	-51.03532	-29.0686235	0	496	23308	392592	
134402017715159040	119596399	11	2	-99.68090000000001	41.5008175	3	465	19709	324467	
134402072081731586	43631603	11	2	110.33389	-7.8755016	1	553	208968	3663801	
134402481252868097	221027233	11	2	-43.44731	-22.916032	0	50	179650	3147491	
134402501876256768	117972727	11	2	-87.33695	41.5815235	3	396	122991	2106349	
134402774757687296	202780823	11	2	-9.3972365	38.722465	43	554	324021	5644228	
134402901253693440	217766551	11	2	-40.2152575	-7.951838	0	555	51307	8496963	
134402930391523328	176893886	11	2	-45.940645	-22.2627555	0	184	335480	5865378	
134402938868211713	176646473	11	2	-71.142345	42.323204000000004	3	421	33992	599661	
134403031432302592	287150239	11	2	-2.23348	53.442361000000005	2	120	271222	9487302	
134403440133685249	249753080	11	2	-93.10791	44.987793	3	129	474988	8144330	
134403498010886144	355316579	11	2	-75.47561999999999	39.071766	3	556	306511	5385379	
134403561743323136	163872436	11	2	-105.156876	39.67317	3	557	457357	7872105	
134403569993523201	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	186559	3266034	
134403714957058048	82583189	11	2	107.576904	-6.9144	1	536	243843	4352140	
134403869114503168	19957075	11	2	106.83619	-6.316326	1	31	273943	4859106	
134403965789011968	23586764	11	2	76.279564	9.981082	34	551	214345	3826330	
134404065407926273	37273308	11	2	-38.519890000000004	-3.7896475	0	508	150121	9575361	
134404112421888001	64300079	11	2	-46.595524999999995	-23.6828135	0	5	9192	141574	
134404436599648258	31207292	11	2	-96.671973	33.113498	3	558	476500	8168343	
134404623246180352	36774511	11	2	4.9040537	52.35475	14	98	474988	8144216	
134404624961646592	257675242	11	2	-77.616398	43.186182	3	559	356772	6212836	
134404657954029568	163340050	11	2	-89.882563	30.032996	3	420	458939	7895677	
134404676622880768	236056594	11	2	-45.9736625	-23.2969045	0	560	384551	6663716	
134404800132546561	176893886	11	2	-45.940645	-22.2627555	0	184	250512	4462910	
134405479366529024	109578466	11	2	-46.530654	-23.80405	0	163	259213	4607229	
134405649017745409	309965610	11	2	-76.6205475	39.284635	3	297	122991	2106193	
134405702532857857	178210760	11	2	-80.175293	26.0397775	3	329	50153	885995	
134405744245215232	186195432	11	2	-50.8809725	-23.419366500000002	0	561	246018	4386123	
134405880744648704	231992974	11	2	-49.288439	-25.4951095	0	16	122225	9128043	
134405887229042689	324816770	11	2	-87.96708000000001	43.057891000000005	3	205	135108	2308128	
134405898889199616	29468782	11	2	12.545112750000001	41.898416000000005	21	92	62571	1111358	
134405937300639746	310329181	11	2	-76.89442	38.950516	3	309	122991	2106246	
134405955839471617	244589991	11	2	-51.3080375	-20.866782	0	562	9192	141574	
134406110919659520	174194590	11	2	-0.142822	51.52074	2	2	172838	3026465	
134406326741774336	231817038	11	2	-54.0659505	-31.2458505	0	563	388020	6721053	
134406651108278272	197613300	11	2	-51.0922925	-27.653395500000002	0	564	356772	6213179	
134406726505070592	187044931	11	2	-122.430305	47.083813	3	565	122991	2106315	
134406727536873474	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	228395	4098243	
134406740132376576	60832848	11	2	-43.44731	-22.916032	0	50	10067	154951	
134406858441105409	138600871	11	2	-86.66857999999999	34.701429	3	566	166021	2893019	
134406930901901312	259861614	11	2	-75.118042	40.0024985	3	156	356772	6213084	
134406939286310912	374293579	11	2	101.60432	3.0694156	6	103	76488	1358963	
134407375577812994	192401910	11	2	-46.290099	-23.86332	0	466	240055	4290550	
134407441961058304	199513673	11	2	-0.08743635	51.4891395	2	2	279549	4954756	
134407542985080833	174852604	11	2	-86.22287	43.0517865	3	533	144166	2460834	
134407921332260864	181810877	11	2	-95.97348	36.062893	3	567	356772	6213179	
134407932157771777	174194590	11	2	-0.142822	51.52074	2	2	338268	5907495	
134408007135137793	161080020	11	2	-54.800082	-22.227034	0	568	29358	521735	
134408078052433920	342698859	11	2	-46.595524999999995	-23.6828135	0	5	298166	5251717	
134408211716517888	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	204304	3571380	
134408372345782272	218649614	11	2	-54.26161	-20.8755715	0	365	2338	33166	
134408444055781377	171987844	11	2	-46.595524999999995	-23.6828135	0	5	45556	798789	
134408522967420928	99710988	11	2	-46.595524999999995	-23.6828135	0	5	150121	9574228	
134408819299205120	251116614	11	2	-77.06618499999999	39.058819	3	569	45556	799050	
134408933229072384	57750003	11	2	-79.272475	43.6293425	5	401	35455	9019000	
134409048006213632	234834883	11	2	-35.221617	-5.799269	0	336	33925	598793	
134409093933834240	174194590	11	2	-0.142822	51.52074	2	2	338268	5907509	
134409232635265024	123141879	11	2	-76.85696300000001	38.9284325	3	309	414157	9690598	
134409487527313409	310329181	11	2	-76.89442	38.950554	3	309	250929	4469833	
134409522214219776	99710988	11	2	-46.595524999999995	-23.6828135	0	5	150121	9574231	
134409544393699328	95767747	11	2	-80.64914999999999	27.986951500000004	3	570	474988	8144246	
134409688669360128	58011228	11	2	-38.5026015	-12.875334500000001	0	40	68676	1223582	
134409839748194304	158997749	11	2	116.865555	-1.239223	1	571	271222	9487302	
134409930378723328	143609612	11	2	-34.939350000000005	-8.043603	0	133	34173	602184	
134409957574590464	67344248	11	2	-46.530654	-23.80405	0	163	478792	9821212	
134409969830330368	174194590	11	2	-0.142822	51.52074	2	2	338268	5907419	
134410170074804225	100219961	11	2	-47.729068500000004	-23.472675	0	572	251425	4477540	
134410744216301568	64694201	11	2	-74.2672375	40.696197500000004	3	262	226039	9410196	
134410829083848709	153820340	11	2	-51.0922925	-27.653395500000002	0	564	240055	4290550	
134411044771729408	124292834	11	2	-95.48732	29.630093	3	229	373283	6498280	
134411315623100416	42059112	11	2	-119.30660499999999	37.269174	3	361	82046	1469369	
134411412666724353	174194590	11	2	-0.142822	51.52074	2	2	338268	5907549	
134411475371560960	159928049	11	2	-99.46583799999999	19.3287355	11	573	423453	7298067	
134411485207216128	266194562	11	2	-43.9598235	-19.9186925	0	203	335480	5865397	
134411548239216641	233291535	11	2	-51.159310000000005	-30.0997205	0	263	320751	9551517	
134411636420259840	153820340	11	2	-51.0922925	-27.653395500000002	0	564	34173	602292	
134411958735745025	67114672	11	2	-51.968328	-23.405727	0	574	204161	3569055	
134412051157221376	226597716	11	2	-49.288439	-25.4951095	0	16	168324	2948800	
134412253557559296	127855483	11	2	-46.595524999999995	-23.6828135	0	5	320064	5583820	
134412568449122304	132927501	11	2	-117.31865	33.16474	3	575	122991	2106409	
134412621498695681	24163299	11	2	-0.67251	51.8019	2	576	276625	4905542	
134412647172018177	75624643	11	2	-76.8477375	38.966961	3	577	153294	2611951	
134412680340574208	131708469	11	2	101.7755	3.150202	6	578	98656	1683910	
134412863128354817	238376659	11	2	-51.159310000000005	-30.0997205	0	263	343878	5986171	
134412947823935488	232347524	11	2	1.8935364	47.922916	4	579	35455	9019037	
134413039377203200	295847565	11	2	-79.86099300000001	35.170517	3	525	87383	1556119	
134413191236165633	174194590	11	2	-0.142822	51.52074	2	2	420240	7240484	
134413405745463297	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	457652	7877152	
134413772231159808	125638405	11	2	-71.06106	42.312057	3	142	262440	9505297	
134413804246286336	160244924	11	2	-79.7830875	43.68141	5	580	462663	7947504	
134413886777597952	269483669	11	2	-49.242076999999995	-18.757525	0	581	208968	3663801	
134413915076567042	68153994	11	2	-96.96144000000001	32.862875	3	303	34173	602234	
134413977101934592	75238949	11	2	119.42633999999998	-5.1438346500000005	1	22	229547	4119415	
134414010480201728	223875342	11	2	-53.897965	-25.333519	0	582	33975	599299	
134414022450757632	150826101	11	2	-53.184835500000005	-14.239328	0	448	274007	4860168	
134414090528493568	156486230	11	2	-51.968328	-23.405727	0	574	136138	2322940	
134414224167419905	197233278	11	2	-75.118042	40.0024985	3	156	413819	7126289	
134414350856364032	74357124	11	2	106.9189	-6.2283955	1	433	241854	4318548	
134414437628121088	124498097	11	2	-46.908365	-23.201095000000002	0	397	33975	599338	
